County,Population,Median household income,State Code,State
Woodford ,39106,65852,IL,Illinois
Adams ,34642,48188,IN,Indiana
Allen ,363453,49092,IN,Indiana
Bartholomew ,79488,55050,IN,Indiana
Benton ,8752,47046,IN,Indiana
Blackford ,12476,38190,IN,Indiana
Boone ,60511,67552,IN,Indiana
Brown ,15011,54615,IN,Indiana
Carroll ,20014,52005,IN,Indiana
Cass ,38476,42290,IN,Indiana
Clark ,113181,51699,IN,Indiana
Clay ,26686,47602,IN,Indiana
Clinton ,32835,48478,IN,Indiana
Crawford ,10591,38695,IN,Indiana
Daviess ,32411,47342,IN,Indiana
Dearborn ,49679,58680,IN,Indiana
Decatur ,26240,49799,IN,Indiana
DeKalb ,42449,48341,IN,Indiana
Delaware ,117335,38830,IN,Indiana
Dubois ,42291,53513,IN,Indiana
Elkhart ,200685,47913,IN,Indiana
Fayette ,23773,39379,IN,Indiana
Floyd ,75900,54914,IN,Indiana
Fountain ,16888,46760,IN,Indiana
Franklin ,22935,51748,IN,Indiana
Fulton ,20527,45332,IN,Indiana
Gibson ,33668,48303,IN,Indiana
Grant ,68896,40294,IN,Indiana
Greene ,32815,45397,IN,Indiana
Hamilton ,296635,86222,IN,Indiana
Hancock ,71328,66606,IN,Indiana
Harrison ,39230,52128,IN,Indiana
Hendricks ,153435,70163,IN,Indiana
Henry ,49146,41855,IN,Indiana
Howard ,82765,44226,IN,Indiana
Huntington ,36863,46945,IN,Indiana
Jackson ,43471,47000,IN,Indiana
Jasper ,33448,55374,IN,Indiana
Jay ,21255,41021,IN,Indiana
Jefferson ,32453,45718,IN,Indiana
Jennings ,28113,44736,IN,Indiana
Johnson ,145645,62147,IN,Indiana
Knox ,38062,42725,IN,Indiana
Kosciusko ,77983,52821,IN,Indiana
LaGrange ,38084,49964,IN,Indiana
Lake ,491596,50135,IN,Indiana
LaPorte ,111280,46872,IN,Indiana
Lawrence ,45814,45875,IN,Indiana
Madison ,130280,44195,IN,Indiana
Marion ,926335,42168,IN,Indiana
Marshall ,46962,48485,IN,Indiana
Martin ,10262,44589,IN,Indiana
Miami ,36211,45184,IN,Indiana
Monroe ,142404,42404,IN,Indiana
Montgomery ,38172,48213,IN,Indiana
Morgan ,69403,55432,IN,Indiana
Newton ,14057,46895,IN,Indiana
Noble ,47546,49331,IN,Indiana
Ohio ,6033,48780,IN,Indiana
Orange ,19725,39812,IN,Indiana
Owen ,21192,43948,IN,Indiana
Parke ,17107,40781,IN,Indiana
Perry ,19414,47470,IN,Indiana
Pike ,12687,44399,IN,Indiana
Porter ,166570,63926,IN,Indiana
Posey ,25567,58101,IN,Indiana
Pulaski ,13047,43836,IN,Indiana
Putnam ,37650,51355,IN,Indiana
Randolph ,25596,40810,IN,Indiana
Ripley ,28612,51170,IN,Indiana
Rush ,16991,45121,IN,Indiana
St. Joseph ,267246,45471,IN,Indiana
Scott ,23783,44442,IN,Indiana
Shelby ,44441,53584,IN,Indiana
Spencer ,20856,55247,IN,Indiana
Starke ,23117,42208,IN,Indiana
Steuben ,34267,48472,IN,Indiana
Sullivan ,21111,45023,IN,Indiana
Switzerland ,10500,44061,IN,Indiana
Tippecanoe ,180952,45932,IN,Indiana
Tipton ,15573,51613,IN,Indiana
Union ,7299,44277,IN,Indiana
Vanderburgh ,181305,43046,IN,Indiana
Vermillion ,15860,43600,IN,Indiana
Vigo ,108268,40313,IN,Indiana
Wabash ,32358,45649,IN,Indiana
Warren ,8367,56042,IN,Indiana
Warrick ,60995,62185,IN,Indiana
Washington ,27930,41289,IN,Indiana
Wayne ,67866,38494,IN,Indiana
Wells ,27796,51101,IN,Indiana
White ,24388,52154,IN,Indiana
Whitley ,33330,54389,IN,Indiana
Adair ,7426,46526,IA,Iowa
Adams ,3892,48043,IA,Iowa
Allamakee ,14060,45890,IA,Iowa
Appanoose ,12669,41394,IA,Iowa
Audubon ,5869,46979,IA,Iowa
Benton ,25803,60606,IA,Iowa
Black Hawk ,132496,48369,IA,Iowa
Boone ,26401,52985,IA,Iowa
Bremer ,24539,62163,IA,Iowa
Buchanan ,20998,56150,IA,Iowa
Buena Vista ,20507,48195,IA,Iowa
Butler ,14966,52360,IA,Iowa
Calhoun ,9914,44921,IA,Iowa
Carroll ,20629,50559,IA,Iowa
Cass ,13590,43750,IA,Iowa
Cedar ,18375,59047,IA,Iowa
Cerro Gordo ,43481,46122,IA,Iowa
Cherokee ,11853,48599,IA,Iowa
Chickasaw ,12244,47040,IA,Iowa
Clarke ,9280,43327,IA,Iowa
Clay ,16537,50389,IA,Iowa
Clayton ,17806,48007,IA,Iowa
Clinton ,48365,50498,IA,Iowa
Crawford ,17252,48084,IA,Iowa
Dallas ,74892,76320,IA,Iowa
Davis ,8742,48888,IA,Iowa
Decatur ,8249,38560,IA,Iowa
Delaware ,17507,58274,IA,Iowa
Des Moines ,40208,44423,IA,Iowa
Dickinson ,16967,57265,IA,Iowa
Dubuque ,95906,54605,IA,Iowa
Emmet ,9917,47795,IA,Iowa
Fayette ,20589,44928,IA,Iowa
Floyd ,16050,44797,IA,Iowa
Franklin ,10489,48605,IA,Iowa
Fremont ,7106,53324,IA,Iowa
Greene ,9174,46898,IA,Iowa
Grundy ,12407,56750,IA,Iowa
Guthrie ,10740,51013,IA,Iowa
Hamilton ,15297,49813,IA,Iowa
Hancock ,11092,52981,IA,Iowa
Hardin ,17393,51019,IA,Iowa
Harrison ,14467,53567,IA,Iowa
Henry ,20080,49321,IA,Iowa
Howard ,9494,49869,IA,Iowa
Humboldt ,9674,47252,IA,Iowa
Ida ,7071,46993,IA,Iowa
Iowa ,16344,59375,IA,Iowa
Jackson ,19572,49028,IA,Iowa
Jasper ,36726,55033,IA,Iowa
Jefferson ,17318,42899,IA,Iowa
Johnson ,139436,55700,IA,Iowa
Jones ,20560,55060,IA,Iowa
Keokuk ,10291,43838,IA,Iowa
Kossuth ,15280,51496,IA,Iowa
Lee ,35369,43312,IA,Iowa
Linn ,216640,59322,IA,Iowa
Louisa ,11271,51144,IA,Iowa
Lucas ,8731,43962,IA,Iowa
Lyon ,11723,57130,IA,Iowa
Madison ,15644,60060,IA,Iowa
Mahaska ,22396,48726,IA,Iowa
Marion ,33248,54693,IA,Iowa
Marshall ,40962,53351,IA,Iowa
Mills ,14862,63979,IA,Iowa
Mitchell ,10762,49488,IA,Iowa
Monona ,9088,40302,IA,Iowa
Monroe ,8002,46304,IA,Iowa
Montgomery ,10465,42418,IA,Iowa
Muscatine ,42913,53676,IA,Iowa
O'Brien ,14092,55227,IA,Iowa
Osceola ,6211,49448,IA,Iowa
Page ,15660,43912,IA,Iowa
Palo Alto ,9208,47113,IA,Iowa
Plymouth ,24853,57130,IA,Iowa
Pocahontas ,7127,45069,IA,Iowa
Polk ,452369,60061,IA,Iowa
Pottawattamie ,93213,51976,IA,Iowa
Poweshiek ,18705,51006,IA,Iowa
Ringgold ,5061,47042,IA,Iowa
Sac ,10101,49572,IA,Iowa
Scott ,169994,55114,IA,Iowa
Shelby ,11992,50952,IA,Iowa
Sioux ,34509,61627,IA,Iowa
Story ,93586,50438,IA,Iowa
Tama ,17479,55203,IA,Iowa
Taylor ,6213,44246,IA,Iowa
Union ,12575,44351,IA,Iowa
Van Buren ,7432,45111,IA,Iowa
Wapello ,35315,42095,IA,Iowa
Warren ,47542,64447,IA,Iowa
Washington ,22017,56390,IA,Iowa
Wayne ,6384,43358,IA,Iowa
Webster ,37295,42408,IA,Iowa
Winnebago ,10614,47668,IA,Iowa
Winneshiek ,20884,54429,IA,Iowa
Woodbury ,102530,46720,IA,Iowa
Worth ,7563,48459,IA,Iowa
Wright ,12936,43698,IA,Iowa
Allen ,13081,38698,KS,Kansas
Anderson ,7896,40696,KS,Kansas
Atchison ,16633,43581,KS,Kansas
Barber ,4770,51811,KS,Kansas
Barton ,27399,44013,KS,Kansas
Bourbon ,14812,38280,KS,Kansas
Brown ,9880,43724,KS,Kansas
Butler ,66092,58897,KS,Kansas
Chase ,2722,38707,KS,Kansas
Chautauqua ,3520,37993,KS,Kansas
Cherokee ,20952,41388,KS,Kansas
Cheyenne ,2682,44500,KS,Kansas
Clark ,2145,42589,KS,Kansas
Clay ,8421,52066,KS,Kansas
Cloud ,9339,39282,KS,Kansas
Coffey ,8458,57433,KS,Kansas
Comanche ,2010,45288,KS,Kansas
Cowley ,36079,43860,KS,Kansas
Crawford ,39304,36534,KS,Kansas
Decatur ,2905,40657,KS,Kansas
Dickinson ,19516,49096,KS,Kansas
Doniphan ,7859,47209,KS,Kansas
Douglas ,114967,50939,KS,Kansas
Edwards ,2991,47303,KS,Kansas
Elk ,2683,36458,KS,Kansas
Ellis ,28993,45579,KS,Kansas
Ellsworth ,6410,47736,KS,Kansas
Finney ,37133,49227,KS,Kansas
Ford ,34714,50777,KS,Kansas
Franklin ,25753,51081,KS,Kansas
Geary ,36787,43992,KS,Kansas
Gove ,2735,46364,KS,Kansas
Graham ,2593,43826,KS,Kansas
Grant ,7816,55432,KS,Kansas
Gray ,6065,61000,KS,Kansas
Greeley ,1224,47750,KS,Kansas
Greenwood ,6393,38838,KS,Kansas
Hamilton ,2586,45114,KS,Kansas
Harper ,5861,43973,KS,Kansas
Harvey ,34835,51327,KS,Kansas
Haskell ,4130,56484,KS,Kansas
Hodgeman ,1939,54856,KS,Kansas
Jackson ,13400,54077,KS,Kansas
Jefferson ,18898,57236,KS,Kansas
Jewell ,3038,40553,KS,Kansas
Johnson ,566814,76113,KS,Kansas
Kearny ,3952,50506,KS,Kansas
Kingman ,7790,50844,KS,Kansas
Kiowa ,2536,43963,KS,Kansas
Labette ,21048,41439,KS,Kansas
Lane ,1674,56507,KS,Kansas
Leavenworth ,78227,63726,KS,Kansas
Lincoln ,3154,44276,KS,Kansas
Linn ,9528,46964,KS,Kansas
Logan ,2793,46875,KS,Kansas
Lyon ,33462,40021,KS,Kansas
McPherson ,29252,56128,KS,Kansas
Marion ,12290,45927,KS,Kansas
Marshall ,10005,45374,KS,Kansas
Meade ,4383,52250,KS,Kansas
Miami ,32688,60966,KS,Kansas
Mitchell ,6296,48217,KS,Kansas
Montgomery ,34184,41083,KS,Kansas
Morris ,5750,47089,KS,Kansas
Morton ,3106,46028,KS,Kansas
Nemaha ,10159,48653,KS,Kansas
Neosho ,16423,43195,KS,Kansas
Ness ,3077,44904,KS,Kansas
Norton ,5590,47852,KS,Kansas
Osage ,16080,49915,KS,Kansas
Osborne ,3782,40216,KS,Kansas
Ottawa ,6048,52479,KS,Kansas
Pawnee ,6911,43250,KS,Kansas
Phillips ,5501,44170,KS,Kansas
Pottawatomie ,22625,60216,KS,Kansas
Pratt ,9739,49550,KS,Kansas
Rawlins ,2545,41579,KS,Kansas
Reno ,64058,45288,KS,Kansas
Republic ,4806,40449,KS,Kansas
Rice ,10014,48460,KS,Kansas
Riley ,75022,44437,KS,Kansas
Rooks ,5186,43558,KS,Kansas
Rush ,3184,38854,KS,Kansas
Russell ,6988,41102,KS,Kansas
Saline ,55735,47801,KS,Kansas
Scott ,4928,51850,KS,Kansas
Sedgwick ,506529,50657,KS,Kansas
Seward ,23274,47134,KS,Kansas
Shawnee ,178792,50378,KS,Kansas
Sheridan ,2531,49750,KS,Kansas
Sherman ,6054,39029,KS,Kansas
Smith ,3740,43848,KS,Kansas
Stafford ,4320,47377,KS,Kansas
Stanton ,2149,43780,KS,Kansas
Stevens ,5772,55433,KS,Kansas
Sumner ,23638,50141,KS,Kansas
Thomas ,7925,48504,KS,Kansas
Trego ,2951,54000,KS,Kansas
Wabaunsee ,6997,54688,KS,Kansas
Wallace ,1595,47279,KS,Kansas
Washington ,5686,45159,KS,Kansas
Wichita ,2204,57171,KS,Kansas
Wilson ,9061,40306,KS,Kansas
Woodson ,3211,35787,KS,Kansas
Wyandotte ,160806,40113,KS,Kansas
Adair ,18852,33362,KY,Kentucky
Allen ,20355,41326,KY,Kentucky
Anderson ,21761,53974,KY,Kentucky
Ballard ,8256,42244,KY,Kentucky
Barren ,42925,38370,KY,Kentucky
Bath ,11978,33483,KY,Kentucky
Bell ,27950,22443,KY,Kentucky
Boone ,124617,66730,KY,Kentucky
Bourbon ,20013,45208,KY,Kentucky
Boyd ,48917,42319,KY,Kentucky
Boyle ,29388,39704,KY,Kentucky
Bracken ,8425,36327,KY,Kentucky
Breathitt ,13591,25817,KY,Kentucky
Breckinridge ,20061,43479,KY,Kentucky
Bullitt ,76961,55975,KY,Kentucky
Butler ,12835,33536,KY,Kentucky
Caldwell ,12826,42537,KY,Kentucky
Calloway ,38106,37034,KY,Kentucky
Campbell ,91475,54621,KY,Kentucky
Carlisle ,4984,38829,KY,Kentucky
Carroll ,10830,41439,KY,Kentucky
Carter ,27326,36696,KY,Kentucky
Casey ,15954,32341,KY,Kentucky
Christian ,74159,39521,KY,Kentucky
Clark ,35657,47959,KY,Kentucky
Clay ,21300,21549,KY,Kentucky
Clinton ,10188,28025,KY,Kentucky
Crittenden ,9222,35316,KY,Kentucky
Cumberland ,6807,32019,KY,Kentucky
Daviess ,98173,45989,KY,Kentucky
Edmonson ,12105,41710,KY,Kentucky
Elliott ,7725,28224,KY,Kentucky
Estill ,14476,29770,KY,Kentucky
Fayette ,308306,49778,KY,Kentucky
Fleming ,14544,35469,KY,Kentucky
Floyd ,38649,30096,KY,Kentucky
Franklin ,49778,47964,KY,Kentucky
Fulton ,6422,28359,KY,Kentucky
Gallatin ,8567,48370,KY,Kentucky
Garrard ,16976,44243,KY,Kentucky
Grant ,24670,44824,KY,Kentucky
Graves ,37502,39530,KY,Kentucky
Grayson ,26001,35030,KY,Kentucky
Green ,11149,34982,KY,Kentucky
Greenup ,36477,45370,KY,Kentucky
Hancock ,8669,50476,KY,Kentucky
Hardin ,107529,50765,KY,Kentucky
Harlan ,28400,25814,KY,Kentucky
Harrison ,18648,35681,KY,Kentucky
Hart ,18441,34774,KY,Kentucky
Henderson ,46396,41036,KY,Kentucky
Henry ,15455,46495,KY,Kentucky
Hickman ,4720,41218,KY,Kentucky
Hopkins ,46518,42346,KY,Kentucky
Jackson ,13357,29826,KY,Kentucky
Jefferson ,755809,48695,KY,Kentucky
Jessamine ,50328,50558,KY,Kentucky
Johnson ,23350,35570,KY,Kentucky
Kenton ,163007,54296,KY,Kentucky
Knott ,16000,30411,KY,Kentucky
Knox ,31809,26599,KY,Kentucky
Larue ,14149,38578,KY,Kentucky
Laurel ,59751,36020,KY,Kentucky
Lawrence ,15821,35935,KY,Kentucky
Lee ,7119,22698,KY,Kentucky
Leslie ,10997,25872,KY,Kentucky
Letcher ,23671,30333,KY,Kentucky
Lewis ,13790,28630,KY,Kentucky
Lincoln ,24498,37139,KY,Kentucky
Livingston ,9394,42171,KY,Kentucky
Logan ,26851,38570,KY,Kentucky
Lyon ,8402,46931,KY,Kentucky
McCracken ,65408,44067,KY,Kentucky
McCreary ,18001,19328,KY,Kentucky
McLean ,9500,40770,KY,Kentucky
Madison ,85838,42390,KY,Kentucky
Magoffin ,12979,28500,KY,Kentucky
Marion ,19717,38826,KY,Kentucky
Marshall ,31181,45212,KY,Kentucky
Martin ,12631,25795,KY,Kentucky
Mason ,17296,38824,KY,Kentucky
Meade ,29098,49884,KY,Kentucky
Menifee ,6343,31503,KY,Kentucky
Mercer ,21342,42083,KY,Kentucky
Metcalfe ,9985,32294,KY,Kentucky
Monroe ,10765,31045,KY,Kentucky
Montgomery ,27167,39275,KY,Kentucky
Morgan ,13428,29707,KY,Kentucky
Muhlenberg ,31309,38961,KY,Kentucky
Nelson ,44564,49298,KY,Kentucky
Nicholas ,7075,36097,KY,Kentucky
Ohio ,24065,40189,KY,Kentucky
Oldham ,63037,85452,KY,Kentucky
Owen ,10711,41934,KY,Kentucky
Owsley ,4616,20985,KY,Kentucky
Pendleton ,14514,48353,KY,Kentucky
Perry ,28041,32667,KY,Kentucky
Pike ,63434,33183,KY,Kentucky
Powell ,12447,29736,KY,Kentucky
Pulaski ,63635,34790,KY,Kentucky
Robertson ,2208,31741,KY,Kentucky
Rockcastle ,16942,31555,KY,Kentucky
Rowan ,23608,36860,KY,Kentucky
Russell ,17669,30720,KY,Kentucky
Scott ,50178,63027,KY,Kentucky
Shelby ,44290,60324,KY,Kentucky
Simpson ,17704,39679,KY,Kentucky
Spencer ,17577,63000,KY,Kentucky
Taylor ,24993,33340,KY,Kentucky
Todd ,12524,40497,KY,Kentucky
Trigg ,14250,44083,KY,Kentucky
Trimble ,8783,47409,KY,Kentucky
Union ,15138,40120,KY,Kentucky
Warren ,118950,44911,KY,Kentucky
Washington ,11910,40976,KY,Kentucky
Wayne ,20655,28573,KY,Kentucky
Webster ,13357,38917,KY,Kentucky
Whitley ,35794,31014,KY,Kentucky
Wolfe ,7261,20504,KY,Kentucky
Woodford ,25317,58750,KY,Kentucky
Acadia Parish,62163,37649,LA,Louisiana
Allen Parish,25653,40948,LA,Louisiana
Ascension Parish,114738,70551,LA,Louisiana
Assumption Parish,23057,49167,LA,Louisiana
Avoyelles Parish,41389,33739,LA,Louisiana
Beauregard Parish,36259,45969,LA,Louisiana
Bienville Parish,13977,32876,LA,Louisiana
Bossier Parish,123403,52892,LA,Louisiana
Caddo Parish,254742,41234,LA,Louisiana
Calcasieu Parish,195887,45312,LA,Louisiana
Caldwell Parish,9990,33294,LA,Louisiana
Cameron Parish,6706,64231,LA,Louisiana
Catahoula Parish,10247,34904,LA,Louisiana
Claiborne Parish,16639,32072,LA,Louisiana
Concordia Parish,20449,29654,LA,Louisiana
De Soto Parish,26965,41468,LA,Louisiana
East Baton Rouge Parish,444690,49285,LA,Louisiana
East Carroll Parish,7501,21099,LA,Louisiana
East Feliciana Parish,19855,45520,LA,Louisiana
Evangeline Parish,33768,30009,LA,Louisiana
Franklin Parish,20550,30275,LA,Louisiana
Grant Parish,22362,39914,LA,Louisiana
Iberia Parish,73938,45261,LA,Louisiana
Iberville Parish,33229,45117,LA,Louisiana
Jackson Parish,16109,38029,LA,Louisiana
Jefferson Parish,435092,47947,LA,Louisiana
Jefferson Davis Parish,31434,39063,LA,Louisiana
Lafayette Parish,231811,51869,LA,Louisiana
Lafourche Parish,97474,51030,LA,Louisiana
LaSalle Parish,14899,37310,LA,Louisiana
Lincoln Parish,47349,33467,LA,Louisiana
Livingston Parish,133949,58251,LA,Louisiana
Madison Parish,11873,23854,LA,Louisiana
Morehouse Parish,27012,28003,LA,Louisiana
Natchitoches Parish,39330,31345,LA,Louisiana
Orleans Parish,376738,36792,LA,Louisiana
Ouachita Parish,155769,37754,LA,Louisiana
Plaquemines Parish,23599,50314,LA,Louisiana
Pointe Coupee Parish,22498,43825,LA,Louisiana
Rapides Parish,132225,40734,LA,Louisiana
Red River Parish,8838,38000,LA,Louisiana
Richland Parish,20777,36421,LA,Louisiana
Sabine Parish,24248,38828,LA,Louisiana
St. Bernard Parish,42858,42753,LA,Louisiana
St. Charles Parish,52639,59990,LA,Louisiana
St. Helena Parish,10818,35437,LA,Louisiana
St. James Parish,21650,51107,LA,Louisiana
St. John the Baptist Parish,44161,50921,LA,Louisiana
St. Landry Parish,83613,32625,LA,Louisiana
St. Martin Parish,53126,42794,LA,Louisiana
St. Mary Parish,53441,40781,LA,Louisiana
St. Tammany Parish,242960,62137,LA,Louisiana
Tangipahoa Parish,125486,41302,LA,Louisiana
Tensas Parish,4893,22940,LA,Louisiana
Terrebonne Parish,112742,47826,LA,Louisiana
Union Parish,22533,34992,LA,Louisiana
Vermilion Parish,59110,45374,LA,Louisiana
Vernon Parish,52476,46312,LA,Louisiana
Washington Parish,46556,30705,LA,Louisiana
Webster Parish,40617,33681,LA,Louisiana
West Baton Rouge Parish,24669,53703,LA,Louisiana
West Carroll Parish,11454,31926,LA,Louisiana
West Feliciana Parish,15415,56685,LA,Louisiana
Winn Parish,14855,31087,LA,Louisiana
Androscoggin ,107393,47537,ME,Maine
Aroostook ,70005,36923,ME,Maine
Cumberland ,286119,60051,ME,Maine
Franklin ,30402,42811,ME,Maine
Hancock ,54658,47030,ME,Maine
Kennebec ,121112,46917,ME,Maine
Knox ,39723,50693,ME,Maine
Lincoln ,34156,50462,ME,Maine
Oxford ,57421,40630,ME,Maine
Penobscot ,153437,44271,ME,Maine
Piscataquis ,17156,37495,ME,Maine
Sagadahoc ,35092,53298,ME,Maine
Somerset ,51577,40066,ME,Maine
Waldo ,38976,44082,ME,Maine
Washington ,32191,38083,ME,Maine
York ,199682,57919,ME,Maine
Allegany ,73549,40551,MD,Maryland
Anne Arundel ,555280,89860,MD,Maryland
Baltimore ,822959,67095,MD,Maryland
Calvert ,90114,95828,MD,Maryland
Caroline ,32661,52465,MD,Maryland
Carroll ,167444,85385,MD,Maryland
Cecil ,101960,66396,MD,Maryland
Charles ,152754,90607,MD,Maryland
Dorchester ,32534,47093,MD,Maryland
Frederick ,241373,83700,MD,Maryland
Garrett ,29813,45432,MD,Maryland
Harford ,248966,80465,MD,Maryland
Howard ,304115,110238,MD,Maryland
Kent ,19923,58147,MD,Maryland
Montgomery ,1017859,99435,MD,Maryland
Prince George's ,892816,74260,MD,Maryland
Queen Anne's ,48600,85963,MD,Maryland
St. Mary's ,109614,86987,MD,Maryland
Somerset ,25980,35154,MD,Maryland
Talbot ,37799,58228,MD,Maryland
Washington ,149270,56228,MD,Maryland
Wicomico ,101182,52278,MD,Maryland
Worcester ,51519,56773,MD,Maryland
Baltimore city,622454,42241,MD,Maryland
Barnstable ,214766,63251,MA,Massachusetts
Berkshire ,129288,49956,MA,Massachusetts
Bristol ,552763,56842,MA,Massachusetts
Dukes ,17048,64222,MA,Massachusetts
Essex ,763849,69068,MA,Massachusetts
Franklin ,71144,55221,MA,Massachusetts
Hampden ,468041,50461,MA,Massachusetts
Hampshire ,160759,61368,MA,Massachusetts
Middlesex ,1556116,85118,MA,Massachusetts
Nantucket ,10556,84057,MA,Massachusetts
Norfolk ,687721,88262,MA,Massachusetts
Plymouth ,503681,75459,MA,Massachusetts
Suffolk ,758919,55044,MA,Massachusetts
Worcester ,810935,65313,MA,Massachusetts
Alcona ,10550,38033,MI,Michigan
Alger ,9476,39300,MI,Michigan
Allegan ,112837,54264,MI,Michigan
Alpena ,29068,38829,MI,Michigan
Antrim ,23267,46845,MI,Michigan
Arenac ,15424,38307,MI,Michigan
Baraga ,8690,39803,MI,Michigan
Barry ,59147,55064,MI,Michigan
Bay ,106698,45583,MI,Michigan
Benzie ,17437,47388,MI,Michigan
Berrien ,155565,44993,MI,Michigan
Branch ,43706,44373,MI,Michigan
Calhoun ,134790,42520,MI,Michigan
Cass ,51952,46570,MI,Michigan
Charlevoix ,26134,46554,MI,Michigan
Cheboygan ,25690,40219,MI,Michigan
Chippewa ,38586,41993,MI,Michigan
Clare ,30710,33015,MI,Michigan
Clinton ,76905,60909,MI,Michigan
Crawford ,13895,41743,MI,Michigan
Delta ,36712,42031,MI,Michigan
Dickinson ,26012,43779,MI,Michigan
Eaton ,108341,54993,MI,Michigan
Emmet ,33018,51018,MI,Michigan
Genesee ,415874,42327,MI,Michigan
Gladwin ,25501,38021,MI,Michigan
Gogebic ,15824,35686,MI,Michigan
Grand Traverse ,89907,52950,MI,Michigan
Gratiot ,41878,41912,MI,Michigan
Hillsdale ,46178,41961,MI,Michigan
Houghton ,36660,37776,MI,Michigan
Huron ,32290,42161,MI,Michigan
Ingham ,283491,45679,MI,Michigan
Ionia ,64064,49124,MI,Michigan
Iosco ,25401,37317,MI,Michigan
Iron ,11507,33663,MI,Michigan
Isabella ,70669,39377,MI,Michigan
Jackson ,159759,46326,MI,Michigan
Kalamazoo ,256752,47476,MI,Michigan
Kalkaska ,17230,40534,MI,Michigan
Kent ,622590,53063,MI,Michigan
Keweenaw ,2198,37813,MI,Michigan
Lake ,11426,30439,MI,Michigan
Lapeer ,88235,52996,MI,Michigan
Leelanau ,21772,56189,MI,Michigan
Lenawee ,98902,48043,MI,Michigan
Livingston ,184591,75204,MI,Michigan
Luce ,6477,37088,MI,Michigan
Mackinac ,11044,38434,MI,Michigan
Macomb ,854689,54582,MI,Michigan
Manistee ,24536,41395,MI,Michigan
Marquette ,67582,45409,MI,Michigan
Mason ,28711,42024,MI,Michigan
Mecosta ,43301,41889,MI,Michigan
Menominee ,23717,40373,MI,Michigan
Midland ,83624,54059,MI,Michigan
Missaukee ,14988,41098,MI,Michigan
Monroe ,150436,55653,MI,Michigan
Montcalm ,63004,41584,MI,Michigan
Montmorency ,9401,36250,MI,Michigan
Muskegon ,171483,42829,MI,Michigan
Newaygo ,48029,43693,MI,Michigan
Oakland ,1229503,67465,MI,Michigan
Oceana ,26229,41617,MI,Michigan
Ogemaw ,21222,36063,MI,Michigan
Ontonagon ,6298,34459,MI,Michigan
Osceola ,23234,38999,MI,Michigan
Oscoda ,8444,33021,MI,Michigan
Otsego ,24141,48917,MI,Michigan
Ottawa ,273136,58989,MI,Michigan
Presque Isle ,13037,41213,MI,Michigan
Roscommon ,24068,35133,MI,Michigan
Saginaw ,196479,43042,MI,Michigan
St. Clair ,160429,49730,MI,Michigan
St. Joseph ,61022,44449,MI,Michigan
Sanilac ,42014,41100,MI,Michigan
Schoolcraft ,8288,34118,MI,Michigan
Shiawassee ,69113,48233,MI,Michigan
Tuscola ,54420,43768,MI,Michigan
Van Buren ,75351,46008,MI,Michigan
Washtenaw ,354092,61003,MI,Michigan
Wayne ,1778969,41210,MI,Michigan
Wexford ,32751,41534,MI,Michigan
Aitkin ,15839,42252,MN,Minnesota
Anoka ,338764,70873,MN,Minnesota
